DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_QTY,TOT_SALES,PACK_SIZE,BRAND_NAME,LIFESTAGE,PREMIUM_CUSTOMER
2018-08-18,63,63209,60765,110,1,1.9,200,WW,OLDER FAMILIES,Budget
2019-05-19,66,66322,63741,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2018-08-14,67,67100,64405,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-05-15,68,68233,65654,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-05-16,69,69155,66834,27,1,1.9,200,WW,OLDER FAMILIES,Budget
2018-08-16,69,69208,67168,110,1,1.9,200,WW,OLDER FAMILIES,Budget
2019-05-20,69,69254,67445,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-20,70,70087,67995,30,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-20,70,70110,68114,8,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-08-18,70,70164,68438,96,1,1.9,160,WW,OLDER FAMILIES,Budget
2018-08-16,71,71201,70253,8,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-20,72,72250,71726,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2018-08-20,78,78038,75684,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2018-08-15,78,78100,76039,78,1,3.3,175,Thins,OLDER FAMILIES,Budget
2018-08-15,78,78141,76289,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-05-14,78,78229,76784,40,1,3.3,175,Thins,OLDER FAMILIES,Budget
2018-08-18,79,79215,77690,44,1,3.3,175,Thins,OLDER FAMILIES,Budget
2018-08-17,81,81178,80545,33,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-19,87,87042,85724,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2018-08-16,91,91178,89854,33,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-19,93,93046,90893,27,1,1.9,200,WW,OLDER FAMILIES,Budget
2018-08-18,93,93090,91201,100,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-14,93,93262,92427,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-08-16,94,94130,93275,21,1,1.9,160,WW,OLDER FAMILIES,Budget
2018-08-19,94,94177,93581,16,4,22.8,330,Smiths,OLDER FAMILIES,Budget
2019-05-19,95,95183,94934,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-20,95,95261,95269,2,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-15,97,97023,96409,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-14,100,100116,99093,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2019-05-20,102,102104,102143,29,2,6.0,175,French,OLDER FAMILIES,Budget
2018-08-20,105,105221,106640,29,1,3.0,175,French,OLDER FAMILIES,Budget
2019-05-15,106,106092,107311,33,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2019-05-18,106,106121,107473,22,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-16,106,106176,107818,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-05-16,107,107167,109296,1,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-15,109,109201,111355,30,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-18,109,109201,111356,2,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-16,110,110056,112027,78,1,3.3,175,Thins,OLDER FAMILIES,Budget
2018-08-14,112,112053,114019,44,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-17,112,112104,114373,78,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-17,113,113164,116504,33,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-18,118,118237,122019,40,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-18,118,118244,122076,30,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-16,118,118252,122124,2,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-17,119,119018,122240,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2019-05-18,119,119246,123078,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2018-08-18,122,122165,125609,100,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-08-16,123,123195,126888,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-19,128,128035,130697,21,1,1.9,160,WW,OLDER FAMILIES,Budget
2019-05-16,128,128069,130957,2,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2019-05-18,128,128199,131895,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-05-15,129,129188,133365,77,3,13.2,170,Doritos,OLDER FAMILIES,Budget
2018-08-15,137,137178,139972,40,4,13.2,175,Thins,OLDER FAMILIES,Budget
2019-05-14,138,138047,140767,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-08-14,138,138202,141775,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-08-16,143,143036,143378,75,3,11.4,110,Cobs,OLDER FAMILIES,Budget
2018-08-18,144,144217,145083,33,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2019-05-19,147,147100,146313,1,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-16,147,147171,146760,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2019-05-15,147,147233,147136,61,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-20,148,148355,148468,40,1,3.3,175,Thins,OLDER FAMILIES,Budget
2018-08-18,150,150123,149317,78,4,13.2,175,Thins,OLDER FAMILIES,Budget
2018-08-17,153,153110,152373,75,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2019-05-18,153,153171,152623,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-14,154,154327,154786,44,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-19,155,155151,155990,100,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-14,156,156018,156738,1,5,14.5,170,Smiths,OLDER FAMILIES,Budget
2019-05-17,157,157252,160030,27,1,1.9,200,WW,OLDER FAMILIES,Budget
2018-08-14,162,162053,162125,110,2,3.8,200,WW,OLDER FAMILIES,Budget
2019-05-18,163,163056,163337,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2018-08-14,164,164042,164055,61,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-08-15,164,164202,165042,61,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-15,172,172026,172902,8,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-15,173,173356,174941,28,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-20,174,174079,175084,77,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2018-08-17,178,178209,178862,75,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2019-05-17,179,179044,179502,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-05-16,180,180037,181196,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-14,180,180135,181884,8,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-08-18,180,180215,182407,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2018-08-19,183,183040,185017,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2018-08-20,189,189135,189972,61,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-08-16,190,190173,191281,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-14,191,191170,192761,27,1,1.9,200,WW,OLDER FAMILIES,Budget
2019-05-18,196,196102,196049,1,5,14.5,170,Smiths,OLDER FAMILIES,Budget
2019-05-19,199,199045,197768,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-08-15,199,199226,198557,2,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2019-05-15,199,199341,199086,44,4,13.2,175,Thins,OLDER FAMILIES,Budget
2018-08-19,203,203251,203344,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-15,203,203251,203349,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-08-18,207,207070,204977,96,3,5.7,160,WW,OLDER FAMILIES,Budget
2018-08-14,208,208201,207289,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-05-17,213,213147,212862,1,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-14,217,217072,216635,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-05-18,217,217192,217175,33,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-17,219,219001,217997,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-19,219,219088,218502,44,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-20,219,219088,218503,96,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-05-15,220,220225,219744,78,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-05-20,223,223053,223244,30,5,22.0,170,Doritos,OLDER FAMILIES,Budget
2019-05-16,225,225175,225733,100,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-08-14,225,225192,225836,29,1,3.0,175,French,OLDER FAMILIES,Budget
2018-08-16,227,227015,228358,33,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-08-19,227,227046,228561,100,5,14.5,170,Smiths,OLDER FAMILIES,Budget
2019-05-19,229,229233,231775,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2018-08-14,230,230068,232338,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-05-16,230,230068,232345,100,5,14.5,170,Smiths,OLDER FAMILIES,Budget
2018-08-14,230,230097,232561,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-08-14,230,230112,232664,100,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-05-18,231,231022,233778,44,4,13.2,175,Thins,OLDER FAMILIES,Budget
2019-05-18,233,233177,236938,22,1,3.3,175,Thins,OLDER FAMILIES,Budget
2018-08-14,236,236033,238730,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-08-14,236,236076,239015,27,1,1.9,200,WW,OLDER FAMILIES,Budget
2019-05-16,237,237018,240154,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-05-14,246,246333,248478,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-17,247,247036,248804,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-05-16,249,249326,251237,1,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-05-14,249,249373,251293,29,2,6.0,175,French,OLDER FAMILIES,Budget
2018-08-19,261,261258,260789,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-05-16,271,271138,269017,96,1,1.9,160,WW,OLDER FAMILIES,Budget
2019-06-21,1,1235,269,29,1,3.0,175,French,OLDER FAMILIES,Budget
2019-03-09,1,1250,286,61,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-07-29,1,1283,320,21,1,1.9,160,WW,OLDER FAMILIES,Budget
2019-04-07,1,1350,396,2,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-09-17,1,1448,518,47,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-03-30,1,1456,532,77,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-05-10,1,1459,537,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-07-08,1,1504,588,21,1,1.9,160,WW,OLDER FAMILIES,Budget
2019-01-29,3,3056,1333,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-09-08,3,3070,1390,40,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-09-02,3,3088,1463,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-03-02,3,3122,1588,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-24,3,3194,1917,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-04,3,3194,1922,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-02-15,3,3206,1977,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-07-02,3,3214,2021,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2018-10-10,3,3226,2080,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2018-10-13,3,3226,2081,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-03-24,3,3262,2249,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-05-01,3,3262,2251,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-07-28,3,3268,2278,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-01-10,3,3301,2395,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-09-02,3,3314,2440,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-03-21,3,3314,2442,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-04-13,3,3314,2443,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-05-02,3,3314,2444,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-07-17,3,3342,2540,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2018-11-07,3,3342,2541,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-21,3,3342,2545,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-08-09,3,3355,2595,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-12-24,3,3355,2597,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-12-23,4,4005,2661,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-06-18,4,4005,2664,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-08-05,4,4048,2852,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-03-12,4,4096,3094,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-11-11,4,4122,3210,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-07-11,4,4163,3391,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-08-05,4,4163,3393,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-20,4,4236,3721,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-06,4,4244,3758,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-07-26,4,4248,3778,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-02-28,4,4248,3779,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-09-07,4,4262,3832,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-10-10,4,4285,3934,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-10-14,4,4285,3935,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-07-23,4,4309,4047,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-06-14,4,4316,4083,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-01-18,4,4361,4277,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-04-17,5,5006,4399,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2018-08-06,5,5042,4626,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-02-18,5,5042,4627,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-26,5,5042,4628,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-10-28,5,5052,4683,1,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-06-07,5,5052,4687,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-10,5,5085,4864,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-15,5,5093,4913,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-05-12,5,5096,4932,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-06-08,5,5096,4934,110,2,3.8,200,WW,OLDER FAMILIES,Budget
2018-12-17,5,5108,4987,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-07-11,5,5127,5112,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-01-19,5,5143,5219,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-05-11,5,5157,5298,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-03,5,5178,5431,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-11-25,5,5178,5433,110,2,3.8,200,WW,OLDER FAMILIES,Budget
2019-02-13,5,5178,5437,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-04-18,5,5219,5653,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-09-04,5,5230,5699,29,2,6.0,175,French,OLDER FAMILIES,Budget
2018-07-28,5,5236,5741,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-11-10,5,5236,5744,96,2,3.8,160,WW,OLDER FAMILIES,Budget
2018-10-11,5,5237,5751,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-07-07,5,5238,5754,96,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-03-21,5,5238,5760,27,2,3.8,200,WW,OLDER FAMILIES,Budget
2018-07-20,6,6091,5875,110,1,1.9,200,WW,OLDER FAMILIES,Budget
2018-11-01,6,6091,5876,44,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-06-30,6,6091,5877,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2019-05-01,6,6301,6093,100,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-09-15,6,6379,6166,100,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2018-09-13,6,6438,6237,22,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-06-07,7,7007,6332,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-04-05,7,7008,6340,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2018-07-12,7,7044,6488,40,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-06-11,7,7070,6575,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-10-08,7,7092,6660,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-05-07,7,7092,6663,40,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-01-04,7,7111,6729,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-03-31,7,7124,6776,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-04-27,7,7124,6777,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-06-23,7,7124,6778,30,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-02-17,7,7151,6909,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2018-12-24,7,7191,7076,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-04-28,7,7263,7376,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-04-15,7,7342,7668,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-03-12,7,7368,7754,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2019-06-12,7,7368,7755,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-01-14,7,7376,7782,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-03-28,7,7376,7784,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-07-15,8,8137,7995,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-05-07,8,8137,7996,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-03-04,8,8155,8024,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-12-16,8,8312,8253,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-10-26,9,9126,8518,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-05-31,9,9168,8568,22,1,3.3,175,Thins,OLDER FAMILIES,Budget
2019-02-19,9,9187,8598,29,1,3.0,175,French,OLDER FAMILIES,Budget
2018-10-09,9,9257,8690,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-06-02,9,9333,8795,30,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2018-08-29,9,9334,8796,78,1,3.3,175,Thins,OLDER FAMILIES,Budget
2018-10-12,9,9334,8797,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-07-10,10,10031,9211,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-12-19,10,10031,9213,110,2,3.8,200,WW,OLDER FAMILIES,Budget
2019-01-11,10,10031,9215,8,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-05-03,10,10037,9255,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-03-28,10,10043,9287,8,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-03-02,10,10072,9467,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-09-18,10,10073,9470,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-12-21,10,10111,9698,96,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-02-27,10,10121,9760,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-04-25,10,10121,9762,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-12-06,10,10132,9822,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-01-26,10,10132,9823,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-06-03,10,10142,9896,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-06-24,10,10152,9954,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-09-09,10,10162,10008,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-09-25,10,10169,10040,110,2,3.8,200,WW,OLDER FAMILIES,Budget
2019-03-03,10,10169,10043,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-05-31,10,10169,10045,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2018-10-01,10,10206,10257,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-09,10,10206,10259,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-08,10,10209,10274,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-06-05,10,10209,10278,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-09-14,10,10213,10295,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-09-04,10,10222,10337,27,2,3.8,200,WW,OLDER FAMILIES,Budget
2019-01-26,12,12127,10723,47,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-12-10,12,12144,10752,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-09-07,12,12189,10815,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-01,12,12189,10816,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-10-26,12,12269,10933,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2018-07-14,13,13005,11121,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-06-18,13,13005,11128,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-08-27,13,13006,11129,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-09-14,13,13006,11131,40,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-06-30,13,13024,11258,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-10-15,13,13037,11324,8,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-02-13,13,13037,11328,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2019-04-04,13,13059,11467,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-03-20,13,13102,11726,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2018-10-22,13,13109,11762,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-01-21,13,13109,11767,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-03-06,13,13109,11768,8,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-12-05,13,13112,11785,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-02-09,13,13112,11787,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-03-29,13,13112,11789,29,2,6.0,175,French,OLDER FAMILIES,Budget
2019-03-19,13,13116,11818,21,2,3.8,160,WW,OLDER FAMILIES,Budget
2018-08-26,13,13139,11975,100,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-10-15,13,13224,12518,96,2,3.8,160,WW,OLDER FAMILIES,Budget
2018-12-18,13,13239,12614,40,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-09-03,15,15014,12837,22,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-02-24,15,15053,13090,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-06-29,15,15053,13094,27,2,3.8,200,WW,OLDER FAMILIES,Budget
2018-11-02,15,15058,13114,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-01-03,15,15058,13116,2,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-05-04,15,15058,13117,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-06-06,15,15058,13120,33,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2019-06-10,15,15058,13121,1,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-03-21,15,15059,13127,96,2,3.8,160,WW,OLDER FAMILIES,Budget
2019-04-08,15,15059,13128,29,2,6.0,175,French,OLDER FAMILIES,Budget
2018-11-12,15,15073,13200,29,2,6.0,175,French,OLDER FAMILIES,Budget
2019-05-11,15,15073,13206,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-01-04,15,15075,13219,110,2,3.8,200,WW,OLDER FAMILIES,Budget
2019-01-19,15,15106,13398,100,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-09-04,15,15120,13480,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-10-08,15,15120,13482,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-06-01,15,15131,13538,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-06-26,15,15133,13551,75,2,7.6,110,Cobs,OLDER FAMILIES,Budget
2018-08-11,15,15146,13639,78,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-09-20,15,15146,13641,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-01-13,15,15146,13645,8,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2019-03-25,15,15150,13670,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-10-19,15,15177,13809,61,2,5.8,170,Smiths,OLDER FAMILIES,Budget
2018-10-21,15,15197,13915,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-04-05,15,15197,13919,28,2,6.6,175,Thins,OLDER FAMILIES,Budget
2019-05-29,15,15207,13979,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2018-11-03,16,16057,14199,16,1,5.7,330,Smiths,OLDER FAMILIES,Budget
2018-08-01,16,16080,14223,30,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2018-12-05,16,16080,14224,77,1,4.4,170,Doritos,OLDER FAMILIES,Budget
2019-06-12,16,16080,14225,1,1,2.9,170,Smiths,OLDER FAMILIES,Budget
2019-06-04,16,16423,14542,75,1,3.8,110,Cobs,OLDER FAMILIES,Budget
2018-11-26,16,16469,14585,27,1,1.9,200,WW,OLDER FAMILIES,Budget
2018-11-15,17,17020,14639,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2019-04-10,17,17020,14640,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-05-31,17,17053,14690,44,2,6.6,175,Thins,OLDER FAMILIES,Budget
2018-07-07,17,17056,14693,16,2,11.4,330,Smiths,OLDER FAMILIES,Budget
2019-04-01,17,17165,14876,77,2,8.8,170,Doritos,OLDER FAMILIES,Budget
2019-04-06,17,17170,14885,30,2,8.8,170,Doritos,OLDER FAMILIES,Budget
